Loading instrument list from /Users/jithendrabethi/Desktop/my_projects/Project Nemesis/experiments/nse_movers/dhan_instruments.csv...
[2490/2730] Downloading MENNPIS... OK (1117 rows)
[2491/2730] Downloading MERCANTILE... OK (1046 rows)
[2492/2730] Downloading METROGLOBL... OK (990 rows)
[2493/2730] Downloading MMWL... OK (1121 rows)
[2494/2730] Downloading NATIONSTD... OK (1030 rows)
[2495/2730] Downloading NEAGI... OK (220 rows)
[2496/2730] Downloading NILE... OK (1121 rows)
[2497/2730] Downloading NITTAGELA... OK (1111 rows)
[2498/2730] Downloading PIONRINV... OK (1037 rows)
[2499/2730] Downloading PML... OK (1038 rows)
[2500/2730] Downloading PRADPME... OK (1110 rows)
[2501/2730] Downloading PRAVEG... OK (1125 rows)
[2502/2730] Downloading PREMCO... OK (1072 rows)
[2503/2730] Downloading QUINT... OK (992 rows)
[2504/2730] Downloading RAJPALAYAM... OK (1019 rows)
[2505/2730] Downloading RRIL... OK (1110 rows)
[2506/2730] Downloading RSDFIN... OK (903 rows)
[2507/2730] Downloading SAPPL... OK (923 rows)
[2508/2730] Downloading SAYAJIHOTL... OK (592 rows)
[2509/2730] Downloading SCANSTL... OK (1103 rows)
[2510/2730] Downloading SEIL... OK (1123 rows)
[2511/2730] Downloading SHARDUL... OK (1099 rows)
[2512/2730] Downloading SHBAJRG... OK (936 rows)
[2513/2730] Downloading SHINDL... OK (1118 rows)
[2514/2730] Downloading SHRIKRISH... OK (1099 rows)
[2515/2730] Downloading SIKA... OK (1125 rows)
[2516/2730] Downloading SONAL... OK (369 rows)
[2517/2730] Downloading SURYALA... OK (923 rows)
[2518/2730] Downloading TAALTECH... OK (1110 rows)
[2519/2730] Downloading TAMBOLIIN... OK (1002 rows)
[2520/2730] Downloading TECHNVISN... OK (866 rows)
[2521/2730] Downloading THACKER... OK (698 rows)
[2522/2730] Downloading THAKDEV... OK (753 rows)
[2523/2730] Downloading TIMEX... OK (1125 rows)
[2524/2730] Downloading ULTRAMAR... OK (1093 rows)
[2525/2730] Downloading VELJAN... OK (1000 rows)
[2526/2730] Downloading WELSPLSOL... OK (1122 rows)
[2527/2730] Downloading WPIL... OK (1125 rows)
[2528/2730] Downloading ZSARACOM... OK (1036 rows)
[2529/2730] Downloading KISSHT... OK (146 rows)
[2530/2730] Downloading GRADIENTE... OK (144 rows)
[2531/2730] Downloading IMAGICAA... OK (80936 rows)
[2532/2730] Downloading MONARCH... OK (80095 rows)
[2533/2730] Downloading DABUR... OK (92699 rows)
[2534/2730] Downloading ABAN... OK (84655 rows)
[2535/2730] Downloading KEEPLEARN... OK (69446 rows)
[2536/2730] Downloading BCONCEPTS... OK (74496 rows)
[2537/2730] Downloading UNIINFO... OK (72750 rows)
[2538/2730] Downloading DALMIASUG... OK (92535 rows)
[2539/2730] Downloading WEL... OK (61987 rows)
[2540/2730] Downloading NETF... OK (88929 rows)
[2541/2730] Downloading AUTOIETF... OK (79458 rows)
[2542/2730] Downloading BIL... OK (68744 rows)
[2543/2730] Downloading RAMCOSYS... OK (92521 rows)
[2544/2730] Downloading INOXWIND... OK (92477 rows)
[2545/2730] Downloading GVPIL... OK (92509 rows)
[2546/2730] Downloading AUTOBEES... OK (79265 rows)
[2547/2730] Downloading KREBSBIO... OK (89457 rows)
[2548/2730] Downloading MHLXMIRU... OK (77818 rows)
[2549/2730] Downloading ALEMBICLTD... OK (92571 rows)
[2550/2730] Downloading LFIC... OK (86287 rows)
[2551/2730] Downloading ZYDUSLIFE... OK (88313 rows)
[2552/2730] Downloading BYKE... OK (85714 rows)
[2553/2730] Downloading AVANTIFEED... OK (92540 rows)
[2554/2730] Downloading SILVERIETF... OK (79105 rows)
[2555/2730] Downloading MALLCOM... OK (25126 rows)
[2556/2730] Downloading MAKEINDIA... OK (78091 rows)
[2557/2730] Downloading GRWRHITECH... OK (78826 rows)
[2558/2730] Downloading SILVER... OK (78836 rows)
[2559/2730] Downloading CINEVISTA... OK (82116 rows)
[2560/2730] Downloading SHIVATEX... OK (87452 rows)
[2561/2730] Downloading DCM... OK (77437 rows)
[2562/2730] Downloading MAHLIFE... OK (92462 rows)
[2563/2730] Downloading KTKBANK... OK (92631 rows)
[2564/2730] Downloading DALBHARAT... OK (92569 rows)
[2565/2730] Downloading MIDCAP... OK (77388 rows)
[2566/2730] Downloading SILVERBEES... OK (78728 rows)
[2567/2730] Downloading CROWN... OK (38137 rows)
[2568/2730] Downloading BSHSL... OK (61338 rows)
[2569/2730] Downloading OILCOUNTUB... OK (78233 rows)
[2570/2730] Downloading DCMSHRIRAM... OK (92554 rows)
[2571/2730] Downloading AWL... OK (69080 rows)
[2572/2730] Downloading RPSGVENT... OK (92460 rows)
[2573/2730] Downloading AJANTPHARM... OK (92545 rows)
[2574/2730] Downloading BLBLIMITED... OK (85684 rows)
[2575/2730] Downloading DEVIT... OK (66427 rows)
[2576/2730] Downloading MEGASTAR... OK (76842 rows)
[2577/2730] Downloading FIBERWEB... OK (78010 rows)
[2578/2730] Downloading SPENCERS... OK (92524 rows)
[2579/2730] Downloading MANYAVAR... OK (78202 rows)
[2580/2730] Downloading DCW... OK (88303 rows)
[2581/2730] Downloading SAGARDEEP... OK (70322 rows)
[2582/2730] Downloading MOMOMENTUM... OK (77732 rows)
[2583/2730] Downloading PEARLPOLY... OK (89852 rows)
[2584/2730] Downloading SOFTTECH... OK (71824 rows)
[2585/2730] Downloading DEEPAKFERT... OK (87930 rows)
[2586/2730] Downloading BANKA... OK (83729 rows)
[2587/2730] Downloading PRITI... OK (76766 rows)
[2588/2730] Downloading BLUESTARCO... OK (92517 rows)
[2589/2730] Downloading GSEC5IETF... OK (68401 rows)
[2590/2730] Downloading CALSOFT... OK (83153 rows)
[2591/2730] Downloading GLFL... OK (58771 rows)
[2592/2730] Downloading MIDCAPETF... OK (76835 rows)
[2593/2730] Downloading HAVISHA... OK (89303 rows)
[2594/2730] Downloading RSSOFTWARE... OK (86795 rows)
[2595/2730] Downloading RAJRILTD... OK (66264 rows)
[2596/2730] Downloading VIPULLTD... OK (83371 rows)
[2597/2730] Downloading MITCON... OK (67681 rows)
[2598/2730] Downloading XELPMOC... OK (89033 rows)
[2599/2730] Downloading TVSMOTOR... OK (92654 rows)
[2600/2730] Downloading MID150BEES... OK (88035 rows)
[2601/2730] Downloading GATEWAY... OK (75862 rows)
[2602/2730] Downloading GMRP&UI... OK (75781 rows)
[2603/2730] Downloading CHALET... OK (92534 rows)
[2604/2730] Downloading BLUECOAST... OK (28685 rows)
[2605/2730] Downloading HITECHGEAR... OK (35313 rows)
[2606/2730] Downloading DHAMPURSUG... OK (91834 rows)
[2607/2730] Downloading NLCINDIA... OK (92603 rows)
[2608/2730] Downloading AKSHOPTFBR... OK (85592 rows)
[2609/2730] Downloading MSUMI... OK (75571 rows)
[2610/2730] Downloading INDOBORAX... OK (76187 rows)
[2611/2730] Downloading LOWVOL1... OK (75980 rows)
[2612/2730] Downloading VETO... OK (91871 rows)
[2613/2730] Downloading MOLOWVOL... OK (72884 rows)
[2614/2730] Downloading MUKTAARTS... OK (85818 rows)
[2615/2730] Downloading VRLLOG... OK (92530 rows)
[2616/2730] Downloading DCMFINSERV... OK (73061 rows)
[2617/2730] Downloading SHAILY... OK (75633 rows)
[2618/2730] Downloading S&SPOWER... OK (60330 rows)
[2619/2730] Downloading PNBGILTS... OK (92530 rows)
[2620/2730] Downloading OBCL... OK (74467 rows)
[2621/2730] Downloading ASTRON... OK (90944 rows)
[2622/2730] Downloading SONAMLTD... OK (74236 rows)
[2623/2730] Downloading DRREDDY... OK (92702 rows)
[2624/2730] Downloading PRIVISCL... OK (92408 rows)
[2625/2730] Downloading AVROIND... OK (71682 rows)
[2626/2730] Downloading GAEL... OK (92581 rows)
[2627/2730] Downloading USHAMART... OK (92572 rows)
[2628/2730] Downloading BCG... OK (58422 rows)
[2629/2730] Downloading UMAEXPORTS... OK (73806 rows)
[2630/2730] Downloading CHOICEIN... OK (75578 rows)
[2631/2730] Downloading TNIDETF... OK (75526 rows)
[2632/2730] Downloading VERANDA... OK (70488 rows)
[2633/2730] Downloading E2E... OK (73058 rows)
[2634/2730] Downloading RITCO... OK (66806 rows)
[2635/2730] Downloading KAKATCEM... OK (91499 rows)
[2636/2730] Downloading ELDEHSG... OK (74252 rows)
[2637/2730] Downloading TTML... OK (82828 rows)
[2638/2730] Downloading HARDWYN... OK (72080 rows)
[2639/2730] Downloading HARIOMPIPE... OK (74646 rows)
[2640/2730] Downloading PARASPETRO... OK (59035 rows)
[2641/2730] Downloading UMIYA-MRO... OK (82077 rows)
[2642/2730] Downloading NOVARTIND... OK (46422 rows)
[2643/2730] Downloading ANUP... OK (92423 rows)
[2644/2730] Downloading KHAICHEM... OK (92134 rows)
[2645/2730] Downloading VCL... OK (68468 rows)
[2646/2730] Downloading UFO... OK (87641 rows)
[2647/2730] Downloading AGROPHOS... OK (91579 rows)
[2648/2730] Downloading ROTO... OK (75072 rows)
[2649/2730] Downloading PIXTRANS... OK (74693 rows)
[2650/2730] Downloading EICHERMOT... OK (92685 rows)
[2651/2730] Downloading ARVINDFASN... OK (92533 rows)
[2652/2730] Downloading INDOAMIN... OK (74625 rows)
[2653/2730] Downloading TIPSMUSIC... OK (74841 rows)
[2654/2730] Downloading EQUITASBNK... OK (92551 rows)
[2655/2730] Downloading BALAJITELE... OK (92185 rows)
[2656/2730] Downloading EIDPARRY... OK (92570 rows)
[2657/2730] Downloading SNXT50BETA... OK (87673 rows)
[2658/2730] Downloading EIHOTEL... OK (92555 rows)
[2659/2730] Downloading TPLPLASTEH... OK (81705 rows)
[2660/2730] Downloading NILAINFRA... OK (78748 rows)
[2661/2730] Downloading ORCHPHARMA... OK (48140 rows)
[2662/2730] Downloading ARROWGREEN... OK (90009 rows)
[2663/2730] Downloading ELECTCAST... OK (92490 rows)
[2664/2730] Downloading KRITIKA... OK (72310 rows)
[2665/2730] Downloading STARTECK... OK (56025 rows)
[2666/2730] Downloading STLTECH... OK (92604 rows)
[2667/2730] Downloading PNC... OK (86302 rows)
[2668/2730] Downloading IOB... OK (92638 rows)
[2669/2730] Downloading TAJGVK... OK (92502 rows)
[2670/2730] Downloading MSTCLTD... OK (92580 rows)
[2671/2730] Downloading DPABHUSHAN... OK (91146 rows)
[2672/2730] Downloading CAMPUS... OK (74260 rows)
[2673/2730] Downloading ELGIEQUIP... OK (92527 rows)
[2674/2730] Downloading QUINTEGRA... OK (13907 rows)
[2675/2730] Downloading TRU... OK (70257 rows)
[2676/2730] Downloading IL&FSENGG... OK (84506 rows)
[2677/2730] Downloading IL&FSTRANS... OK (86581 rows)
[2678/2730] Downloading CREATIVEYE... OK (62515 rows)
[2679/2730] Downloading PNCINFRA... OK (92553 rows)
[2680/2730] Downloading PGHL... OK (92445 rows)
[2681/2730] Downloading RAINBOW... OK (74183 rows)
[2682/2730] Downloading SILVERTUC... OK (69276 rows)
[2683/2730] Downloading SKIPPER... OK (92452 rows)
[2684/2730] Downloading AXISCADES... OK (86427 rows)
[2685/2730] Downloading LICI... OK (73803 rows)
[2686/2730] Downloading SAKAR... OK (76458 rows)
[2687/2730] Downloading ESABINDIA... OK (92145 rows)
[2688/2730] Downloading RVNL... OK (92630 rows)
[2689/2730] Downloading PRUDENT... OK (73573 rows)
[2690/2730] Downloading AKSHAR... OK (72442 rows)
[2691/2730] Downloading MAHESHWARI... OK (86498 rows)
[2692/2730] Downloading ESCORTS... OK (92658 rows)
[2693/2730] Downloading METROPOLIS... OK (92575 rows)
[2694/2730] Downloading KHAITANLTD... OK (72621 rows)
[2695/2730] Downloading POLYCAB... OK (92628 rows)
[2696/2730] Downloading VENUSPIPES... OK (72677 rows)
[2697/2730] Downloading DELHIVERY... OK (73424 rows)
[2698/2730] Downloading ICDSLTD... OK (77304 rows)
[2699/2730] Downloading SPLPETRO... OK (72676 rows)
[2700/2730] Downloading KHANDSE... OK (56993 rows)
[2701/2730] Downloading RELCHEMQ... OK (68153 rows)
[2702/2730] Downloading MEDICO... OK (72759 rows)
[2703/2730] Downloading HIKAL... OK (92558 rows)
[2704/2730] Downloading SUBEXLTD... OK (92651 rows)
[2705/2730] Downloading SOUTHWEST... OK (87314 rows)
[2706/2730] Downloading KPITTECH... OK (92651 rows)
[2707/2730] Downloading TRIDENT... OK (88080 rows)
[2708/2730] Downloading TOKYOPLAST... OK (90040 rows)
[2709/2730] Downloading PARADEEP... OK (73195 rows)
[2710/2730] Downloading ETHOSLTD... OK (73122 rows)
[2711/2730] Downloading EMUDHRA... OK (72973 rows)
[2712/2730] Downloading EASTSILK... OK (39341 rows)
[2713/2730] Downloading EPL... OK (92530 rows)
[2714/2730] Downloading AETHER... OK (72823 rows)
[2715/2730] Downloading HAVELLS... OK (92646 rows)
[2716/2730] Downloading SAMBHAAV... OK (80131 rows)
[2717/2730] Downloading NV20BEES... OK (87400 rows)
[2718/2730] Downloading WEWIN... OK (68259 rows)
[2719/2730] Downloading NEXTMEDIA... OK (79351 rows)
[2720/2730] Downloading GOLDTECH... OK (79436 rows)
[2721/2730] Downloading CHEVIOT... OK (71743 rows)
[2722/2730] Downloading SMARTLINK... OK (90897 rows)
[2723/2730] Downloading AIRAN... OK (72724 rows)
[2724/2730] Downloading AXITA... OK (71929 rows)
[2725/2730] Downloading NEOGEN... OK (92483 rows)
[2726/2730] Downloading ALANKIT... OK (83838 rows)
[2727/2730] Downloading EVERESTIND... OK (91816 rows)
[2728/2730] Downloading VIKASLIFE... OK (83090 rows)
[2729/2730] Downloading ONEPOINT... OK (83914 rows)
[2730/2730] Downloading EUROTEXIND... OK (53545 rows)
